requested_density,effective_density,density_index,run_index,mode,model_preset,priority_vehicle_id,av_fraction,av_vehicle_count,scenario_seed,warmup_rng_seed,assignment_seed,av_selection_seed,measurement_rng_seed,backend_requested,warmup_backend,measurement_backend,num_lanes,road_length,warmup_steps,measure_steps,measurement_steps,vehicle_count,priority_vehicle_count,density,flow_all,flow_background,flow_priority,mean_speed_all,mean_speed_background,mean_speed_priority,worst_priority_mean_speed,mean_priority_time_loss,worst_priority_time_loss,stopped_fraction_all,stopped_fraction_background,stopped_fraction_priority,lane_change_rate_all,lane_change_rate_background,lane_change_rate_priority,completed_priority_laps,mean_priority_lap_time,rule_detections,rule_requests,rule_applied,rule_rejected,rule_blocked_no_safe_lane,rule_cooldown_suppressed,per_priority_vehicle,active_av_count_mean,active_av_count_max,policy_left_requests,policy_right_requests,policy_stay_actions
0.3,0.3,0,0,baseline1_hdv,grid-cnn-matched,765,1.0,1199,310012,310098,311001,312001,310194,optimized,optimized,optimized,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.7357731250000002,0.7351619999999988,0.0006111249999999881,2.4525770833333342,2.4525838198498704,2.4445,2.4445,0.5925833333333332,0.5925833333333332,0.0359029166666667,0.03590742285237687,0.0305,0.0459475,0.045944954128440366,0.049,4,412.75,0,0,0,0,0,0,"{""765"":{""completed_laps"":4,""distance"":4889.0,""mean_lap_time"":412.75,""mean_speed"":2.4445,""time_loss"":0.5925833333333332}}",0.0,0,,,
0.3,0.3,0,0,baseline2_matched,grid-cnn-matched,765,1.0,1199,310012,310098,311001,312001,310194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.729361,0.7284469999999982,0.0009139999999999877,2.431203333333332,2.430181818181819,3.656,3.656,0.3906666666666666,0.3906666666666666,0.0393170833333334,0.039347372810675324,0.003,0.047697083333333334,0.04772435362802335,0.015,7,273.7142857142857,6395,3751,3751,0,2589,55,"{""765"":{""completed_laps"":7,""distance"":7312.0,""mean_lap_time"":273.7142857142857,""mean_speed"":3.656,""time_loss"":0.3906666666666666}}",0.0,0,,,
0.3,0.3,0,0,policy_noop,grid-cnn-matched,765,1.0,1199,310012,310098,311001,312001,310194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.7372168750000007,0.7365853749999983,0.0006314999999999894,2.457389583333332,2.4573323603002475,2.526,2.526,0.579,0.579,0.03935958333333327,0.03935571309424506,0.044,0.04349,0.04348999165971643,0.0435,5,394.6,0,0,0,0,0,0,"{""765"":{""completed_laps"":5,""distance"":5052.0,""mean_lap_time"":394.6,""mean_speed"":2.526,""time_loss"":0.579}}",52.7605,81,0,0,105521
0.3,0.3,0,0,left_if_safe,grid-cnn-matched,765,1.0,1199,310012,310098,311001,312001,310194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.7072761249999994,0.7058153750000005,0.0014607500000000263,2.3575870833333323,2.35468015012511,5.843,5.843,0.02616666666666667,0.02616666666666667,0.055352916666666696,0.055398248540450154,0.001,0.04969291666666667,0.04973394495412844,0.0005,11,171.0909090909091,0,11241,11241,0,0,0,"{""765"":{""completed_laps"":11,""distance"":11686.0,""mean_lap_time"":171.0909090909091,""mean_speed"":5.843,""time_loss"":0.02616666666666667}}",39.236,68,11241,0,67231
0.3,0.3,0,0,nongraph_ppo,grid-cnn-matched,765,1.0,1199,310012,310098,311001,312001,310194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.709945000000001,0.7084868749999996,0.0014581250000000262,2.366483333333329,2.36359257714762,5.8325,5.8325,0.0279166666666667,0.0279166666666667,0.054698750000000136,0.05474311926605486,0.0015,0.0494175,0.04945788156797331,0.001,11,171.63636363636363,0,12337,12331,6,0,0,"{""765"":{""completed_laps"":11,""distance"":11665.0,""mean_lap_time"":171.63636363636363,""mean_speed"":5.8325,""time_loss"":0.0279166666666667}}",39.138,70,1005,11332,65939
0.3,0.3,0,1,baseline1_hdv,grid-cnn-matched,1061,1.0,1199,320012,320098,321001,322001,320194,optimized,optimized,optimized,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.7353642500000005,0.7347361250000009,0.0006281249999999881,2.45121416666667,2.4511630525437855,2.5125,2.5125,0.58125,0.58125,0.03579583333333332,0.035803586321934824,0.0265,0.04573833333333333,0.045730608840700585,0.055,5,397.6,0,0,0,0,0,0,"{""1061"":{""completed_laps"":5,""distance"":5025.0,""mean_lap_time"":397.6,""mean_speed"":2.5125,""time_loss"":0.58125}}",0.0,0,,,
0.3,0.3,0,1,baseline2_matched,grid-cnn-matched,1061,1.0,1199,320012,320098,321001,322001,320194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.731310375,0.7303834999999986,0.0009268749999999868,2.4377012500000026,2.4366422018348604,3.7075,3.7075,0.38208333333333333,0.38208333333333333,0.03628583333333336,0.036314428690575315,0.002,0.047661666666666665,0.047698915763135945,0.003,7,269.42857142857144,6431,3228,3228,0,3190,13,"{""1061"":{""completed_laps"":7,""distance"":7415.0,""mean_lap_time"":269.42857142857144,""mean_speed"":3.7075,""time_loss"":0.38208333333333333}}",0.0,0,,,
0.3,0.3,0,1,policy_noop,grid-cnn-matched,1061,1.0,1199,320012,320098,321001,322001,320194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.737066625000002,0.7364236249999988,0.0006429999999999891,2.4568887499999943,2.4567927439532973,2.572,2.572,0.5713333333333332,0.5713333333333332,0.03948750000000013,0.03947956630525423,0.049,0.04362875,0.04362343619683069,0.05,5,388.4,0,0,0,0,0,0,"{""1061"":{""completed_laps"":5,""distance"":5144.0,""mean_lap_time"":388.4,""mean_speed"":2.572,""time_loss"":0.5713333333333332}}",52.7215,82,0,0,105443
0.3,0.3,0,1,left_if_safe,grid-cnn-matched,1061,1.0,1199,320012,320098,321001,322001,320194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.6332615000000001,0.6322022500000004,0.0010592500000000092,2.1108716666666694,2.109098415346124,4.237,4.237,0.2938333333333333,0.2938333333333333,0.21144791666666707,0.21144495412844022,0.215,0.03619083333333333,0.03621976647206005,0.0015,8,240.0,0,7906,7906,0,0,0,"{""1061"":{""completed_laps"":8,""distance"":8474.0,""mean_lap_time"":240.0,""mean_speed"":4.237,""time_loss"":0.2938333333333333}}",48.2715,130,7906,0,88637
0.3,0.3,0,1,nongraph_ppo,grid-cnn-matched,1061,1.0,1199,320012,320098,321001,322001,320194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,1200,1,0.30000000000000016,0.7105766249999989,0.7091037500000007,0.0014728750000000275,2.3685887499999962,2.365650542118429,5.8915,5.8915,0.01808333333333334,0.01808333333333334,0.051594583333333506,0.05163761467889881,0.0,0.050227916666666664,0.0502698081734779,0.0,11,170.0,0,12334,12322,12,0,0,"{""1061"":{""completed_laps"":11,""distance"":11783.0,""mean_lap_time"":170.0,""mean_speed"":5.8915,""time_loss"":0.01808333333333334}}",39.335,60,897,11437,66336
